campaign_id,channel,campaign_type,spend,impressions,clicks,leads_generated,conversions,CAC,ROI,campaign_date
CAM-00551,Google Ads,Upsell,6930.73,306275,12423,623,82,83.64,25254.2,2025-04-22
CAM-00552,Events,Upsell,71383.06,4669602,1337848,114285,11951,7.45,785486.6,2024-04-16
CAM-00553,LinkedIn,Re-engagement,6472.54,168712,1235,40,6,1153.64,6796.6,2025-06-09
CAM-00554,Cold Outbound,Brand Awareness,4898.02,256784,5265,75,14,336.34,11523.5,2024-08-27
CAM-00555,Events,Lead Gen,33648.93,1578215,275412,21899,1395,29.4,145633.9,2023-07-31
CAM-00556,Cold Outbound,Nurture,8662.28,317351,4540,87,9,843.76,6974.5,2022-02-03
CAM-00557,Google Ads,Brand Awareness,27409.16,1836892,80009,6134,1084,31.64,91522.1,2024-10-01
CAM-00558,Events,Account-Based,40794.74,3021980,544127,44548,5445,8.15,851554.0,2023-06-13
CAM-00559,Content/SEO,Account-Based,933.52,68561,5419,141,23,33.12,66970.3,2025-09-12
CAM-00560,LinkedIn,Nurture,7791.8,204131,2454,83,9,958.77,8114.6,2025-07-17
CAM-00561,Retargeting,Re-engagement,16568.65,1030698,44907,2994,340,46.18,57072.0,2024-09-22
CAM-00562,LinkedIn,Re-engagement,22876.38,1785353,19652,393,47,497.19,7066.8,2024-07-28
CAM-00563,Google Ads,Product Launch,22866.5,900459,41938,2961,578,50.65,72486.9,2022-09-09
CAM-00564,Content/SEO,Brand Awareness,1423.65,60126,2537,81,11,151.25,47840.8,2022-06-27
CAM-00565,Retargeting,Re-engagement,11760.25,442996,22108,1467,251,49.96,87891.3,2025-12-28
CAM-00566,Events,Lead Gen,26278.47,268018,42863,3710,445,53.08,84198.0,2025-08-23
CAM-00567,Webinar,Brand Awareness,3115.4,120730,18515,1381,84,38.18,77958.4,2024-11-05
CAM-00568,Retargeting,Account-Based,17824.38,508962,24149,1717,245,92.61,98632.2,2022-02-24
CAM-00569,Partner,Lead Gen,5819.81,81241,5738,387,32,208.47,38057.8,2022-10-02
CAM-00570,Content/SEO,Re-engagement,4729.93,358310,14953,589,96,54.55,153219.5,2023-07-20
CAM-00571,LinkedIn,Brand Awareness,5213.46,370241,2749,87,7,626.81,10460.6,2022-04-05
CAM-00572,Email,Account-Based,1811.9,140078,2425,106,7,335.55,23439.0,2024-01-21
CAM-00573,Partner,Brand Awareness,4302.81,226997,15452,1892,359,10.12,126609.3,2025-06-05
CAM-00574,Webinar,Account-Based,7611.58,302796,38928,2431,472,16.59,141757.0,2023-08-03
CAM-00575,Partner,Nurture,13621.58,309951,25702,3023,541,31.7,107379.0,2023-03-08
CAM-00576,LinkedIn,Upsell,9008.99,286423,3657,105,15,667.59,12313.7,2023-06-11
CAM-00577,Content/SEO,Product Launch,1131.84,66819,5604,119,16,90.67,59084.8,2024-10-21
CAM-00578,Google Ads,Brand Awareness,16102.04,1126429,28754,2107,182,86.93,74176.1,2025-12-22
CAM-00579,Email,Product Launch,2026.52,103556,3035,94,9,186.66,11664.6,2024-11-19
CAM-00580,Email,Product Launch,2262.37,166153,2545,134,22,86.31,50761.9,2025-02-28
CAM-00581,Retargeting,Upsell,2315.17,23995,1035,56,3,663.09,8898.7,2025-09-05
CAM-00582,Events,Account-Based,55672.11,3233538,948140,90156,7717,9.06,218516.3,2023-06-01
CAM-00583,Retargeting,Product Launch,14434.42,577392,33421,2095,221,69.49,94899.2,2023-12-26
CAM-00584,Google Ads,Account-Based,16148.19,269698,7157,312,39,475.37,10252.7,2024-06-28
CAM-00585,Google Ads,Lead Gen,9175.56,150468,6796,495,49,228.63,36877.5,2025-01-20
CAM-00586,LinkedIn,Re-engagement,23134.17,869483,10562,326,16,1235.26,4465.7,2023-11-12
CAM-00587,Retargeting,Nurture,17828.36,1401206,43235,2622,228,62.61,22399.7,2023-04-21
CAM-00588,Events,Re-engagement,54240.41,679019,177771,9126,1596,43.6,181144.8,2024-01-16
CAM-00589,Content/SEO,Product Launch,2062.16,47229,3431,142,10,227.41,12730.5,2023-08-07
CAM-00590,Email,Brand Awareness,4726.66,332069,10914,520,29,205.73,40974.0,2024-03-10
CAM-00591,Partner,Account-Based,12345.63,419736,23575,1851,318,37.94,43989.3,2025-09-01
CAM-00592,Cold Outbound,Re-engagement,3481.9,266287,2907,60,6,554.84,3984.5,2025-11-08
CAM-00593,Cold Outbound,Upsell,4322.32,100112,1894,44,5,1038.81,8236.4,2022-07-28
CAM-00594,Webinar,Re-engagement,3365.0,208581,22448,1568,93,37.26,113913.0,2025-01-30
CAM-00595,Cold Outbound,Re-engagement,2098.4,57853,1303,22,1,2619.5,637.3,2023-02-10
CAM-00596,Webinar,Brand Awareness,1864.05,121232,13652,1525,140,11.39,241807.1,2023-10-06
CAM-00597,Email,Product Launch,1821.31,24251,648,26,4,389.4,13386.4,2023-03-23
CAM-00598,Cold Outbound,Brand Awareness,8198.93,440845,4851,93,15,570.44,3355.9,2024-07-02
CAM-00599,Partner,Lead Gen,2672.55,84856,4595,435,42,64.0,86668.8,2024-04-17
CAM-00600,Partner,Re-engagement,11509.61,489576,20436,1533,115,95.25,19329.6,2022-05-09
CAM-00601,Email,Lead Gen,2442.24,155704,3938,158,30,76.33,40390.6,2022-05-23
CAM-00602,Partner,Upsell,3143.35,241380,14605,1016,103,28.99,98696.4,2022-03-06
CAM-00603,Email,Account-Based,4047.83,65369,1092,43,5,877.91,6153.1,2022-08-30
CAM-00604,Events,Upsell,49532.15,2303771,527050,36537,5771,10.01,595086.2,2023-12-17
CAM-00605,Content/SEO,Upsell,2561.36,141905,6248,139,7,359.57,16086.5,2024-02-26
CAM-00606,LinkedIn,Nurture,21063.06,1670068,10369,254,20,1346.85,1608.7,2022-08-13
CAM-00607,Webinar,Brand Awareness,3083.4,89476,9191,1028,142,17.37,185049.8,2024-05-13
CAM-00608,LinkedIn,Product Launch,9774.82,202682,2253,41,6,1407.62,1689.0,2023-10-03
CAM-00609,Cold Outbound,Account-Based,3735.01,80160,737,14,1,3508.32,976.4,2022-11-29
CAM-00610,Webinar,Brand Awareness,6189.66,364133,48866,5004,465,13.56,464728.5,2022-03-15
CAM-00611,Partner,Re-engagement,14251.74,1135183,95459,6883,1187,10.15,208550.3,2024-01-05
CAM-00612,Partner,Account-Based,6673.6,508146,46330,5586,483,16.1,290064.3,2024-07-07
CAM-00613,Email,Account-Based,2514.9,33805,965,32,6,451.22,10276.5,2024-07-05
CAM-00614,Retargeting,Re-engagement,6338.84,242242,13340,717,41,147.27,43556.1,2023-08-19
CAM-00615,Content/SEO,Nurture,5478.16,103275,7072,275,33,191.4,45057.3,2025-09-28
CAM-00616,Retargeting,Lead Gen,13221.32,207873,10306,473,33,359.68,5244.7,2025-08-15
CAM-00617,Webinar,Nurture,6895.04,462928,73321,5345,354,24.55,302800.6,2024-05-15
CAM-00618,Google Ads,Account-Based,37390.89,1645286,62880,2543,322,128.6,61559.0,2023-08-18
CAM-00619,Cold Outbound,Brand Awareness,7321.58,450238,10659,178,26,255.31,9366.1,2024-11-23
CAM-00620,LinkedIn,Product Launch,19164.47,768957,5005,148,22,734.01,8061.7,2024-11-02
CAM-00621,LinkedIn,Lead Gen,20438.1,538829,4771,113,10,2084.5,861.1,2023-10-28
CAM-00622,Cold Outbound,Account-Based,2759.98,151274,2474,40,3,861.59,5259.9,2025-11-17
CAM-00623,Cold Outbound,Product Launch,3622.88,263527,4408,102,5,651.51,2292.7,2022-08-05
CAM-00624,Google Ads,Re-engagement,6475.51,492960,21915,1336,191,42.23,186047.8,2024-10-04
CAM-00625,Google Ads,Account-Based,7564.37,145102,5891,352,36,232.72,31075.9,2024-02-18
CAM-00626,LinkedIn,Nurture,5711.55,136448,1239,40,5,1036.8,5493.4,2023-11-14
CAM-00627,Cold Outbound,Upsell,7427.28,405520,8482,125,21,340.07,16632.5,2025-10-13
CAM-00628,Partner,Re-engagement,8964.16,236730,10538,1251,64,131.99,43149.1,2023-11-15
CAM-00629,Content/SEO,Lead Gen,858.05,49113,2231,64,4,238.74,8569.7,2024-10-09
CAM-00630,Partner,Upsell,7465.13,494006,26093,2555,257,23.42,72599.4,2025-04-20
CAM-00631,Cold Outbound,Account-Based,4537.57,57998,1367,29,3,1883.95,4626.4,2025-06-17
CAM-00632,Cold Outbound,Lead Gen,9649.27,408330,7777,117,14,826.13,11002.4,2025-08-05
CAM-00633,Retargeting,Product Launch,15082.05,820041,34004,1630,214,59.51,71540.8,2023-11-15
CAM-00634,Webinar,Product Launch,6674.14,254664,23142,1693,96,57.4,48208.3,2025-01-29
CAM-00635,Content/SEO,Account-Based,5622.91,57880,2699,92,16,453.33,14180.1,2023-09-23
CAM-00636,Webinar,Account-Based,6777.36,466118,59525,4329,829,7.77,747961.0,2025-09-05
CAM-00637,Retargeting,Product Launch,6746.79,202789,12619,1085,188,38.73,144221.3,2025-01-08
CAM-00638,Events,Brand Awareness,44743.45,2917164,634176,34098,6394,8.58,1008074.1,2024-11-16
CAM-00639,Cold Outbound,Nurture,7732.48,500594,6669,133,13,653.95,6217.5,2025-02-05
CAM-00640,Cold Outbound,Nurture,1422.99,113343,1540,38,5,310.07,19764.7,2024-01-08
CAM-00641,Content/SEO,Lead Gen,863.03,35649,1193,32,5,207.52,10024.2,2023-06-08
CAM-00642,Webinar,Upsell,6544.09,199480,24805,2763,177,32.34,75300.9,2025-08-17
CAM-00643,LinkedIn,Re-engagement,8642.14,479590,2939,77,9,1038.84,1587.3,2024-06-24
CAM-00644,Webinar,Upsell,6908.14,217121,25643,2192,347,23.46,186288.1,2024-08-25
CAM-00645,LinkedIn,Product Launch,12520.41,1000081,7220,203,11,1288.47,6522.3,2023-02-05
CAM-00646,Webinar,Product Launch,2268.78,72117,8922,877,107,26.84,74275.4,2022-06-26
CAM-00647,LinkedIn,Re-engagement,24748.34,1105647,13723,313,17,1461.78,5005.4,2025-09-20
CAM-00648,Google Ads,Upsell,9847.93,760634,17462,1254,208,50.95,85861.6,2025-10-29
CAM-00649,Events,Product Launch,66099.84,2392416,727493,61801,8474,7.45,707153.3,2022-11-08
CAM-00650,Events,Nurture,63949.82,3373617,1044448,91017,11710,4.74,304897.8,2022-08-06
CAM-00651,LinkedIn,Re-engagement,15664.32,276963,3180,92,9,2242.5,4406.9,2022-10-17
CAM-00652,Events,Re-engagement,58093.96,2769106,567377,52803,4195,15.29,135695.1,2023-08-10
CAM-00653,Events,Account-Based,65224.3,1703643,351599,22342,2501,32.7,71277.2,2022-01-19
CAM-00654,Content/SEO,Upsell,4979.14,201032,14036,315,21,253.14,26729.8,2024-01-21
CAM-00655,LinkedIn,Lead Gen,5790.02,327135,2037,43,3,1700.55,1158.0,2025-08-27
CAM-00656,Webinar,Brand Awareness,4151.08,320587,45256,3301,612,8.12,1100506.2,2022-04-15
CAM-00657,Cold Outbound,Product Launch,1881.31,34428,703,14,1,2312.91,882.5,2024-11-08
CAM-00658,Partner,Product Launch,4945.93,69906,5544,671,127,49.61,85674.0,2022-06-07
CAM-00659,Google Ads,Upsell,24087.22,1838665,101043,6684,1301,18.21,225257.8,2023-12-13
CAM-00660,LinkedIn,Re-engagement,16544.28,614985,5669,144,11,1391.74,5014.4,2025-04-01
CAM-00661,Cold Outbound,Lead Gen,5061.49,338893,7618,162,8,640.27,12052.1,2025-05-05
CAM-00662,Events,Re-engagement,38820.08,2072325,570457,54826,8501,3.79,524605.0,2024-10-09
CAM-00663,Retargeting,Re-engagement,5575.95,428923,30722,2119,380,13.33,415013.2,2024-11-17
CAM-00664,LinkedIn,Lead Gen,7055.66,207778,1731,31,2,4427.0,2153.7,2022-11-21
CAM-00665,Retargeting,Nurture,8791.4,460755,30475,1467,288,30.44,186273.9,2024-09-23
CAM-00666,LinkedIn,Lead Gen,6459.03,452623,5670,122,16,454.46,19351.3,2022-03-10
CAM-00667,Events,Nurture,75463.59,5546489,1604283,135849,11625,6.97,817612.5,2023-06-08
CAM-00668,Webinar,Nurture,7421.5,137972,12168,691,64,101.1,41287.8,2024-07-30
CAM-00669,Retargeting,Re-engagement,10938.51,752272,38946,1864,193,65.93,64075.5,2025-07-02
CAM-00670,Cold Outbound,Product Launch,9550.49,694244,13235,320,53,217.44,15212.5,2024-05-17
CAM-00671,Retargeting,Brand Awareness,7491.25,199677,10658,572,70,105.93,39969.1,2025-02-15
CAM-00672,Email,Brand Awareness,4509.44,333273,8692,246,42,98.51,19885.3,2022-04-02
CAM-00673,Webinar,Nurture,2220.66,120315,15365,1025,63,31.32,141506.2,2024-12-11
CAM-00674,Content/SEO,Lead Gen,2833.78,205629,11712,394,46,52.79,90698.3,2024-07-13
CAM-00675,Content/SEO,Account-Based,4950.89,171506,15012,427,56,91.32,21713.5,2023-04-29
CAM-00676,Events,Account-Based,62943.69,4484002,1326163,127584,20034,2.67,895736.2,2024-11-13
CAM-00677,Retargeting,Account-Based,11574.67,726253,24424,1205,105,117.97,42478.6,2023-02-08
CAM-00678,Cold Outbound,Brand Awareness,1326.1,19606,218,3,0,1276.66,-100.0,2025-10-09
CAM-00679,Email,Product Launch,3528.77,75307,2809,78,13,287.17,26286.6,2025-07-09
CAM-00680,Email,Upsell,4507.06,77725,1541,54,5,722.73,3945.7,2024-08-15
CAM-00681,Cold Outbound,Upsell,8827.27,286624,5270,116,18,411.73,11776.1,2022-01-11
CAM-00682,Webinar,Product Launch,5703.99,283353,45415,4511,534,10.74,290871.2,2025-07-13
CAM-00683,Partner,Nurture,9973.94,171260,16350,1207,141,72.4,52169.4,2024-12-18
CAM-00684,Cold Outbound,Re-engagement,2155.34,96399,1061,15,1,2132.92,756.3,2022-10-20
CAM-00685,Cold Outbound,Upsell,9693.58,603731,9280,159,29,361.8,13989.1,2024-10-26
CAM-00686,Cold Outbound,Product Launch,3078.72,161696,3126,77,5,582.34,5397.7,2024-07-05
CAM-00687,LinkedIn,Lead Gen,10829.05,825990,4443,119,16,662.32,2289.6,2023-03-08
CAM-00688,Webinar,Account-Based,2566.24,63804,4630,264,35,80.59,48585.0,2024-07-24
CAM-00689,Google Ads,Brand Awareness,14063.5,1032693,47876,3385,615,27.04,292399.1,2022-11-08
CAM-00690,LinkedIn,Lead Gen,4925.68,214700,2391,82,10,609.29,3044.5,2022-04-14
CAM-00691,Cold Outbound,Product Launch,6750.89,263722,2778,66,5,1690.8,1393.3,2023-10-04
CAM-00692,Email,Re-engagement,1077.99,45160,1519,74,7,189.52,51627.3,2025-12-17
CAM-00693,Content/SEO,Re-engagement,4903.48,218985,8394,198,29,139.86,37286.0,2024-05-19
CAM-00694,Cold Outbound,Product Launch,7954.59,180571,2610,53,7,1195.64,4009.1,2023-02-16
CAM-00695,Retargeting,Re-engagement,9946.87,713360,21697,1617,83,121.6,54428.5,2025-01-19
CAM-00696,Cold Outbound,Re-engagement,7251.81,134438,3158,40,4,2158.72,2426.8,2022-07-02
CAM-00697,Retargeting,Lead Gen,5804.6,227144,6666,545,96,64.9,87558.9,2024-03-03
CAM-00698,LinkedIn,Account-Based,6837.65,383719,4743,140,8,968.51,2215.0,2023-01-17
CAM-00699,Partner,Brand Awareness,13180.43,661137,48237,4932,773,13.67,260652.8,2023-11-16
CAM-00700,Content/SEO,Nurture,2108.26,102207,6810,272,27,98.9,23250.5,2025-08-30
CAM-00701,Cold Outbound,Re-engagement,1212.5,43573,873,16,3,377.82,16106.4,2025-03-14
CAM-00702,Events,Upsell,41586.03,3235681,713710,62018,9026,5.31,1615931.5,2024-12-16
CAM-00703,Partner,Lead Gen,13738.15,749741,44701,3302,555,20.7,260880.6,2022-03-07
CAM-00704,Cold Outbound,Upsell,9035.33,191536,3541,72,12,735.53,8992.7,2022-07-30
CAM-00705,Events,Product Launch,19545.43,1251182,277471,20360,2664,6.07,378300.3,2023-05-30
CAM-00706,Google Ads,Brand Awareness,37906.93,1903084,101561,7441,451,71.97,90343.6,2025-03-28
CAM-00707,Cold Outbound,Upsell,3087.4,122818,2227,29,1,3072.83,2167.6,2025-09-21
CAM-00708,Events,Product Launch,21444.52,897497,246352,20469,3426,5.29,1097537.7,2022-11-18
CAM-00709,Webinar,Nurture,4986.72,251458,25709,2667,218,22.62,239809.1,2024-02-03
CAM-00710,Google Ads,Brand Awareness,34404.7,1246842,34162,1369,233,175.25,29791.2,2023-01-15
CAM-00711,Email,Account-Based,852.71,13318,324,9,1,754.41,4366.8,2022-10-22
CAM-00712,Google Ads,Upsell,11153.79,289971,12420,483,54,212.3,32552.9,2025-03-04
CAM-00713,Google Ads,Re-engagement,23752.73,1816683,53460,2649,514,42.63,127189.1,2024-10-18
CAM-00714,Events,Re-engagement,77366.69,5373480,1299890,77057,5468,16.8,353009.1,2025-04-23
CAM-00715,LinkedIn,Account-Based,15689.81,207597,1085,28,3,5733.11,368.5,2024-09-27
CAM-00716,LinkedIn,Brand Awareness,13678.89,888043,4444,138,24,611.71,3188.8,2022-05-29
CAM-00717,Cold Outbound,Nurture,1323.58,81402,1559,32,1,1506.09,4279.8,2025-09-30
CAM-00718,Webinar,Brand Awareness,3521.33,255182,40070,4078,715,5.11,609080.7,2024-09-07
CAM-00719,Google Ads,Brand Awareness,20627.53,890999,43728,2269,201,123.51,45014.3,2022-05-08
CAM-00720,Partner,Account-Based,6486.39,265254,15872,1481,213,34.53,155535.2,2022-11-26
CAM-00721,Retargeting,Brand Awareness,12265.52,387574,18794,1419,185,80.76,109223.3,2022-11-02
CAM-00722,Google Ads,Nurture,28495.48,848041,27856,1709,165,182.75,33366.3,2025-10-19
CAM-00723,Webinar,Re-engagement,2443.76,184971,24958,2065,386,5.72,1132154.2,2022-12-18
CAM-00724,Email,Lead Gen,4735.34,51345,1206,66,3,1574.43,2013.1,2025-01-14
CAM-00725,Cold Outbound,Nurture,6955.32,269869,6134,88,5,1727.94,1859.1,2023-05-12
CAM-00726,LinkedIn,Brand Awareness,6843.26,222350,1081,27,5,1126.64,3094.0,2022-05-26
CAM-00727,Webinar,Re-engagement,4351.0,298010,46434,4794,865,4.44,910791.8,2024-04-13
CAM-00728,Email,Brand Awareness,2294.6,61520,1772,59,4,531.8,10942.1,2022-12-25
CAM-00729,Partner,Nurture,7692.21,492555,27639,1825,101,92.79,21131.4,2022-07-07
CAM-00730,Webinar,Lead Gen,3757.72,77532,7744,482,88,51.23,70148.7,2025-09-06
CAM-00731,LinkedIn,Upsell,5246.96,163473,1540,42,7,847.54,2544.8,2022-12-08
CAM-00732,Webinar,Re-engagement,4399.88,237884,42006,3082,387,13.35,670352.7,2025-03-20
CAM-00733,Google Ads,Product Launch,31047.76,696087,37205,1990,114,258.75,6934.7,2023-07-14
CAM-00734,Google Ads,Product Launch,38303.57,1620038,40253,2587,307,118.31,56707.0,2022-12-16
CAM-00735,Webinar,Lead Gen,7127.08,283663,21796,1592,95,90.5,62577.7,2022-06-18
CAM-00736,Partner,Account-Based,14486.64,1053265,49040,4404,514,23.99,149524.9,2025-01-14
CAM-00737,Google Ads,Nurture,22555.28,1464846,31061,1853,100,200.93,30879.3,2022-08-14
CAM-00738,Events,Account-Based,22063.63,227516,41499,2611,456,53.93,107838.9,2025-07-27
CAM-00739,LinkedIn,Nurture,10508.58,149348,745,23,1,11228.55,382.9,2024-05-21
CAM-00740,Content/SEO,Account-Based,3972.47,273388,18840,688,53,80.95,68370.0,2023-01-07
CAM-00741,Cold Outbound,Lead Gen,2539.65,109582,2324,35,5,649.16,12789.4,2024-04-17
CAM-00742,Cold Outbound,Lead Gen,1832.75,72864,1158,23,3,589.76,10068.6,2022-09-25
CAM-00743,Webinar,Upsell,3186.9,101753,16806,1615,122,21.87,218673.5,2025-06-06
CAM-00744,Partner,Brand Awareness,2243.0,49579,2061,190,31,93.57,68928.6,2023-01-09
CAM-00745,Retargeting,Lead Gen,4509.69,256788,18106,1569,126,32.21,184284.6,2022-04-28
CAM-00746,Events,Upsell,43333.17,648299,189339,13633,2158,17.15,244715.9,2023-02-10
CAM-00747,Webinar,Upsell,6222.23,410474,48344,3967,621,12.8,576004.5,2024-10-21
CAM-00748,Email,Nurture,2751.27,90834,3479,163,15,204.66,11105.6,2024-02-17
CAM-00749,Events,Upsell,11944.04,931062,220437,13306,1130,9.09,263451.1,2022-01-24
CAM-00750,Retargeting,Account-Based,6111.55,246267,11591,596,36,154.04,21842.6,2024-07-27
CAM-00751,Retargeting,Lead Gen,7019.0,478150,20220,1106,146,38.59,155397.5,2022-04-17
CAM-00752,Cold Outbound,Re-engagement,6009.96,390538,5223,104,15,510.83,7216.1,2024-03-16
CAM-00753,Webinar,Account-Based,7386.29,352748,26854,2254,122,67.6,88166.2,2023-04-08
CAM-00754,Events,Account-Based,65454.51,4706449,1325822,83091,8208,8.95,559561.7,2022-10-04
CAM-00755,Webinar,Lead Gen,3999.75,48123,3764,416,58,87.65,36491.0,2025-05-03
CAM-00756,Partner,Product Launch,8364.77,319754,15237,1191,219,40.74,187438.0,2025-02-19
CAM-00757,Webinar,Account-Based,3780.28,86882,16160,1429,243,14.71,150935.7,2024-09-01
CAM-00758,Partner,Brand Awareness,9682.16,397408,30815,2704,401,25.55,129305.2,2023-01-24
CAM-00759,Google Ads,Re-engagement,14359.75,702953,19607,918,150,81.24,79885.7,2023-07-11
CAM-00760,Retargeting,Nurture,5276.84,286556,12847,1005,187,29.49,177500.6,2025-10-10
CAM-00761,Events,Upsell,57676.42,1186717,154358,14937,1436,42.02,51965.5,2025-07-24
CAM-00762,Cold Outbound,Brand Awareness,9574.9,422902,5987,110,15,556.97,10823.3,2025-05-04
CAM-00763,Partner,Lead Gen,10525.13,612202,38434,4325,512,19.95,148084.5,2023-10-20
CAM-00764,Email,Nurture,1934.45,72568,2213,77,9,201.71,7943.8,2024-01-21
CAM-00765,Email,Product Launch,1299.65,57376,1710,52,9,127.56,20330.3,2022-05-27
CAM-00766,Cold Outbound,Upsell,8380.22,433577,6744,144,22,412.35,16441.6,2024-06-01
CAM-00767,Google Ads,Brand Awareness,11012.6,767914,35779,1379,101,135.06,35799.3,2024-08-04
CAM-00768,Events,Upsell,24192.7,1058523,292242,27884,3633,5.79,345712.2,2024-03-25
CAM-00769,LinkedIn,Product Launch,15430.94,726995,7567,143,25,528.33,9000.7,2025-04-18
CAM-00770,LinkedIn,Re-engagement,3102.61,75721,700,16,1,2619.72,979.6,2023-09-08
CAM-00771,Webinar,Account-Based,5114.29,300027,25903,2186,410,10.31,521644.0,2022-07-26
CAM-00772,Google Ads,Brand Awareness,33644.06,1031122,25900,1705,332,102.94,53513.8,2023-12-16
CAM-00773,Webinar,Upsell,1827.03,126226,22412,1827,292,6.45,1168298.8,2025-12-09
CAM-00774,Events,Product Launch,49803.45,975132,274756,18166,1847,31.94,128002.0,2024-05-28
CAM-00775,Cold Outbound,Lead Gen,6399.24,175113,2377,59,7,1087.34,4206.7,2025-06-24
CAM-00776,Email,Nurture,2282.74,71884,1670,55,5,549.61,6060.3,2023-02-19
CAM-00777,Email,Brand Awareness,4669.76,163414,4970,218,20,213.64,25928.4,2025-01-14
CAM-00778,Email,Upsell,2402.29,162868,3786,157,30,68.27,27539.3,2023-03-30
CAM-00779,LinkedIn,Account-Based,12185.87,390993,4933,94,10,1440.52,5141.4,2025-01-29
CAM-00780,Content/SEO,Product Launch,4380.98,206756,14046,571,39,102.43,57547.1,2024-02-22
CAM-00781,Webinar,Upsell,4435.23,98229,14743,1563,295,16.75,394767.6,2022-05-02
CAM-00782,Webinar,Account-Based,4613.21,350346,51198,3469,260,15.46,170355.9,2023-01-20
CAM-00783,Partner,Account-Based,5129.84,222242,11676,1105,185,30.35,88048.8,2022-01-16
CAM-00784,Email,Lead Gen,1600.17,25045,404,22,3,534.33,12468.9,2025-11-15
CAM-00785,Email,Account-Based,3247.03,169073,5850,228,29,135.23,55479.7,2025-12-12
CAM-00786,Content/SEO,Account-Based,1648.63,83443,5795,192,12,139.05,18202.5,2022-12-17
CAM-00787,Cold Outbound,Lead Gen,8812.94,355425,4697,103,18,598.95,6461.3,2024-05-26
CAM-00788,Webinar,Brand Awareness,5168.26,359876,63187,4764,946,5.45,1374499.0,2025-08-16
CAM-00789,Content/SEO,Upsell,4055.32,309163,19590,771,116,36.42,175282.7,2024-09-13
CAM-00790,Retargeting,Account-Based,17094.87,1127590,73990,4450,814,25.22,321263.3,2025-10-14
CAM-00791,Email,Lead Gen,2681.26,191909,5404,161,29,109.35,37754.0,2024-11-16
CAM-00792,LinkedIn,Lead Gen,16628.6,439557,2767,71,6,2772.27,1793.6,2025-07-01
CAM-00793,Events,Re-engagement,62423.8,2063983,387373,26267,3250,20.95,355824.0,2022-07-31
CAM-00794,Events,Lead Gen,56105.89,3409240,570017,31911,3696,17.6,420158.4,2024-07-11
CAM-00795,Retargeting,Lead Gen,13354.97,871014,25597,2001,343,38.51,50644.6,2025-12-28
CAM-00796,LinkedIn,Upsell,3811.59,147694,844,22,3,1651.62,5239.6,2025-09-28
CAM-00797,Content/SEO,Lead Gen,2603.38,118633,5431,216,19,133.58,44319.8,2022-11-28
CAM-00798,Cold Outbound,Brand Awareness,4936.15,305413,5552,96,18,353.03,15886.2,2025-03-01
CAM-00799,Email,Account-Based,3192.15,33205,551,21,1,3010.69,1804.9,2023-04-11
CAM-00800,LinkedIn,Brand Awareness,5174.37,400841,4282,148,22,209.27,19351.6,2023-01-30
CAM-00801,Cold Outbound,Brand Awareness,5333.65,62394,1490,27,2,3063.8,2893.7,2023-06-26
CAM-00802,Content/SEO,Re-engagement,3450.97,134534,9524,361,52,71.31,59424.9,2024-11-12
CAM-00803,Partner,Brand Awareness,4766.43,324196,21163,1936,340,16.29,359789.6,2023-03-16
CAM-00804,Google Ads,Upsell,37303.51,1222442,63655,4825,451,85.06,54072.4,2023-06-11
CAM-00805,Google Ads,Account-Based,10142.08,281860,7668,338,43,227.32,23146.5,2025-11-29
CAM-00806,Retargeting,Re-engagement,4415.58,225769,12737,907,163,23.64,101429.0,2022-12-15
CAM-00807,LinkedIn,Product Launch,17358.96,258150,2527,56,3,4976.69,232.0,2025-07-14
CAM-00808,Cold Outbound,Product Launch,2097.18,108879,1353,25,4,454.87,14461.8,2022-08-06
CAM-00809,Events,Upsell,34832.64,1120922,275819,17727,3510,8.81,479717.4,2024-09-13
CAM-00810,Events,Product Launch,58848.79,697971,193221,15339,1682,29.72,146837.9,2024-10-12
CAM-00811,Email,Brand Awareness,4857.88,163497,6404,309,55,112.99,38332.8,2025-01-12
CAM-00812,Retargeting,Brand Awareness,5771.85,446377,23281,2003,110,46.49,122448.1,2022-01-21
CAM-00813,Partner,Upsell,8180.99,185906,14315,1524,158,61.5,43277.9,2024-10-03
CAM-00814,Content/SEO,Brand Awareness,2689.77,204274,7268,304,27,123.48,62698.5,2025-01-19
CAM-00815,Events,Upsell,36126.79,2653652,336601,18402,3350,12.62,317538.5,2025-04-13
CAM-00816,LinkedIn,Re-engagement,15860.66,872503,10975,309,26,721.11,4040.3,2023-12-13
CAM-00817,Email,Nurture,2143.73,150770,3156,98,6,339.93,13785.5,2024-09-22
CAM-00818,Webinar,Upsell,4033.67,312435,54129,3372,653,6.04,665566.8,2023-01-20
CAM-00819,Partner,Account-Based,11902.45,338797,24538,2997,374,38.25,120003.9,2024-12-21
CAM-00820,Cold Outbound,Upsell,7853.01,412177,8735,172,16,612.4,6893.6,2022-10-19
CAM-00821,Content/SEO,Product Launch,4162.83,117059,7684,194,20,202.39,14902.9,2023-01-04
CAM-00822,Google Ads,Account-Based,37760.69,2705340,72507,3628,443,70.91,32538.1,2024-04-17
CAM-00823,Content/SEO,Account-Based,3175.31,222604,12400,293,16,165.88,10334.1,2025-01-06
CAM-00824,Webinar,Brand Awareness,4834.33,253735,27112,2051,190,25.06,85412.6,2025-06-02
