ticket_id,customer_id,issue_type,priority,created_date,resolution_time_hours,SLA_breach_flag,CSAT_score,escalation_flag
TKT-030417,CUS-06050,Technical Bug,High,2022-02-07,5.1,0,4.4,0
TKT-030418,CUS-01146,Performance,Medium,2024-10-29,8.2,0,4.8,0
TKT-030419,CUS-02321,Technical Bug,Medium,2025-09-21,15.4,0,4.0,0
TKT-030420,CUS-08901,Billing,Medium,2023-10-26,11.1,0,4.5,0
TKT-030421,CUS-09296,Performance,Low,2025-06-26,26.9,0,4.0,0
TKT-030422,CUS-05395,Technical Bug,Critical,2023-03-10,4.8,1,3.6,0
TKT-030423,CUS-09430,Performance,High,2025-07-14,8.3,1,1.5,1
TKT-030424,CUS-02073,Technical Bug,Medium,2025-09-16,20.8,0,5.0,0
TKT-030425,CUS-04119,Account Access,Medium,2025-03-11,28.4,1,3.3,1
TKT-030426,CUS-01756,Billing,Medium,2024-05-07,31.0,1,2.3,0
TKT-030427,CUS-07973,Feature Request,Low,2025-10-04,117.9,1,3.4,1
TKT-030428,CUS-01817,Billing,Medium,2023-10-08,25.4,1,2.2,0
TKT-030429,CUS-06475,Feature Request,Medium,2023-07-31,14.3,0,4.3,0
TKT-030430,CUS-00886,Billing,Critical,2023-01-07,6.9,1,2.5,0
TKT-030431,CUS-06669,Onboarding,Low,2023-06-22,125.6,1,2.7,0
TKT-030432,CUS-01677,Technical Bug,High,2022-01-30,4.6,0,5.0,0
TKT-030433,CUS-02944,Onboarding,High,2024-03-11,3.2,0,4.4,0
TKT-030434,CUS-07811,Performance,Medium,2022-11-29,36.6,1,3.2,0
TKT-030435,CUS-03221,Reporting,Medium,2023-07-08,31.5,1,2.9,0
TKT-030436,CUS-03463,Technical Bug,Medium,2025-01-21,17.2,0,4.5,0
TKT-030437,CUS-02914,Integration Issue,Critical,2024-07-30,3.2,0,4.1,0
TKT-030438,CUS-01854,Reporting,Medium,2025-04-30,26.5,1,3.2,1
TKT-030439,CUS-06276,Reporting,Medium,2022-04-12,16.4,0,3.6,0
TKT-030440,CUS-02262,Billing,Critical,2023-09-15,4.4,1,1.8,0
TKT-030441,CUS-07388,Technical Bug,Medium,2025-10-23,28.4,1,3.7,0
TKT-030442,CUS-01261,Onboarding,Low,2024-04-16,80.6,1,3.8,0
TKT-030443,CUS-00520,Billing,Low,2024-02-21,135.6,1,2.9,0
TKT-030444,CUS-08550,Billing,Medium,2023-10-05,0.5,0,4.2,0
TKT-030445,CUS-09448,Performance,High,2025-09-12,3.1,0,5.0,0
TKT-030446,CUS-07955,Technical Bug,Medium,2022-11-14,59.5,1,3.4,1
TKT-030447,CUS-05923,Account Access,Medium,2025-02-10,52.4,1,3.1,0
TKT-030448,CUS-08817,Technical Bug,Low,2023-08-02,48.4,0,5.0,0
TKT-030449,CUS-04930,Technical Bug,Medium,2025-06-20,5.1,0,4.2,0
TKT-030450,CUS-00798,Onboarding,High,2022-11-17,14.2,1,1.5,0
TKT-030451,CUS-09272,Billing,Critical,2022-08-14,8.6,1,2.7,0
TKT-030452,CUS-03046,Feature Request,Medium,2024-04-05,34.3,1,4.3,1
TKT-030453,CUS-05443,Integration Issue,Medium,2023-01-08,31.7,1,2.3,1
TKT-030454,CUS-07845,Feature Request,Critical,2024-02-01,1.5,0,4.8,0
TKT-030455,CUS-03843,Reporting,Critical,2025-02-19,7.9,1,2.5,0
TKT-030456,CUS-05123,Feature Request,Medium,2025-02-22,36.0,1,1.8,1
TKT-030457,CUS-09379,Onboarding,Medium,2025-03-01,3.1,0,4.9,0
TKT-030458,CUS-00913,Account Access,Low,2024-08-18,9.4,0,4.2,0
TKT-030459,CUS-01821,Account Access,Low,2024-07-17,111.5,1,3.3,1
TKT-030460,CUS-08102,Integration Issue,Low,2023-11-19,94.9,1,1.7,0
TKT-030461,CUS-01067,Onboarding,High,2024-02-20,19.0,1,1.2,1
TKT-030462,CUS-03168,Billing,Low,2023-02-08,137.0,1,3.4,0
TKT-030463,CUS-05571,Account Access,High,2022-10-04,1.8,0,4.2,0
TKT-030464,CUS-05199,Onboarding,High,2025-08-23,12.5,1,3.0,1
TKT-030465,CUS-01319,Reporting,Medium,2023-07-15,73.8,1,2.4,0
TKT-030466,CUS-07643,Billing,Medium,2024-02-06,17.9,0,4.6,0
TKT-030467,CUS-07802,Performance,High,2023-02-27,11.7,1,2.9,1
TKT-030468,CUS-09960,Billing,Low,2025-11-10,111.2,1,3.1,0
TKT-030469,CUS-00993,Feature Request,Medium,2023-03-08,28.3,1,4.1,0
TKT-030470,CUS-09777,Feature Request,High,2023-11-24,6.6,0,4.8,0
TKT-030471,CUS-00974,Performance,Medium,2025-07-03,23.5,0,4.8,0
TKT-030472,CUS-04600,Account Access,High,2022-12-06,8.8,1,1.0,1
TKT-030473,CUS-05574,Onboarding,High,2022-08-05,3.7,0,4.3,0
TKT-030474,CUS-01768,Billing,Medium,2022-10-11,9.5,0,4.4,0
TKT-030475,CUS-06339,Technical Bug,Low,2024-07-08,146.7,1,3.9,0
TKT-030476,CUS-03382,Feature Request,Low,2022-01-15,96.1,1,1.3,1
TKT-030477,CUS-04363,Integration Issue,Medium,2023-01-11,24.4,1,2.9,0
TKT-030478,CUS-04960,Performance,High,2023-06-20,4.3,0,4.5,0
TKT-030479,CUS-07343,Account Access,Medium,2023-12-29,16.6,0,3.2,0
TKT-030480,CUS-03885,Feature Request,Medium,2024-06-15,18.6,0,4.4,0
TKT-030481,CUS-03850,Billing,Medium,2024-01-20,35.2,1,1.6,1
TKT-030482,CUS-09486,Performance,Low,2022-02-27,21.9,0,4.9,0
TKT-030483,CUS-05632,Onboarding,High,2022-02-19,15.6,1,2.3,1
TKT-030484,CUS-06251,Onboarding,High,2023-04-13,20.1,1,2.1,1
TKT-030485,CUS-01191,Technical Bug,Critical,2022-11-02,2.5,0,3.8,0
TKT-030486,CUS-07240,Technical Bug,Medium,2023-12-14,33.2,1,2.8,1
TKT-030487,CUS-04776,Onboarding,Medium,2024-09-08,32.4,1,3.1,1
TKT-030488,CUS-08570,Technical Bug,Medium,2022-07-04,21.4,0,4.0,0
TKT-030489,CUS-09123,Account Access,Medium,2024-03-03,22.5,0,4.8,0
TKT-030490,CUS-05080,Feature Request,Medium,2022-08-09,43.5,1,1.8,0
TKT-030491,CUS-05517,Account Access,High,2025-12-24,14.8,1,3.0,0
TKT-030492,CUS-06808,Account Access,Medium,2024-03-19,40.0,1,1.1,1
TKT-030493,CUS-00977,Reporting,Low,2024-03-09,20.4,0,4.9,0
TKT-030494,CUS-04237,Onboarding,Low,2023-09-28,99.8,1,1.5,0
TKT-030495,CUS-04472,Performance,Medium,2024-06-05,34.2,1,1.2,1
TKT-030496,CUS-02195,Technical Bug,Medium,2022-11-21,31.9,1,2.9,0
TKT-030497,CUS-09208,Billing,Medium,2022-09-07,1.5,0,5.0,0
TKT-030498,CUS-03378,Account Access,Medium,2025-03-25,19.2,0,4.8,0
TKT-030499,CUS-06504,Performance,High,2022-10-14,4.9,0,3.4,0
TKT-030500,CUS-03664,Feature Request,Critical,2024-03-25,7.5,1,3.4,0
TKT-030501,CUS-07361,Performance,High,2023-03-03,7.3,0,4.4,0
TKT-030502,CUS-07309,Reporting,Low,2022-09-27,54.9,0,3.9,0
TKT-030503,CUS-02013,Reporting,Low,2025-10-23,58.5,0,3.6,0
TKT-030504,CUS-05398,Account Access,Low,2025-02-07,102.2,1,2.1,0
TKT-030505,CUS-08405,Onboarding,Medium,2024-08-10,58.9,1,2.5,1
TKT-030506,CUS-06774,Feature Request,Medium,2022-01-25,65.2,1,2.8,0
TKT-030507,CUS-02549,Onboarding,High,2023-01-27,20.6,1,2.6,0
TKT-030508,CUS-01220,Reporting,Medium,2023-04-17,30.6,1,3.7,0
TKT-030509,CUS-07218,Onboarding,High,2022-09-29,2.2,0,5.0,0
TKT-030510,CUS-07266,Reporting,High,2025-02-08,5.9,0,4.4,0
TKT-030511,CUS-02358,Technical Bug,High,2024-03-04,17.6,1,2.6,0
TKT-030512,CUS-08125,Reporting,High,2025-11-22,1.8,0,5.0,0
TKT-030513,CUS-06703,Onboarding,Critical,2025-08-04,4.3,1,2.1,0
TKT-030514,CUS-09042,Reporting,Low,2024-04-22,94.0,1,2.5,1
TKT-030515,CUS-03164,Onboarding,Low,2025-11-19,27.4,0,3.7,0
TKT-030516,CUS-06979,Onboarding,High,2022-08-07,9.1,1,2.2,1
TKT-030517,CUS-08109,Technical Bug,High,2025-09-26,8.8,1,2.9,0
TKT-030518,CUS-00084,Integration Issue,Critical,2025-08-26,6.7,1,3.0,1
TKT-030519,CUS-01044,Integration Issue,High,2024-09-21,21.7,1,3.4,1
TKT-030520,CUS-04081,Feature Request,Medium,2025-02-07,17.3,0,4.2,0
TKT-030521,CUS-05924,Account Access,Low,2022-09-28,54.1,0,3.4,0
TKT-030522,CUS-00143,Onboarding,Medium,2023-09-25,56.5,1,2.8,0
TKT-030523,CUS-06567,Technical Bug,Low,2025-11-30,60.9,0,3.8,0
TKT-030524,CUS-04467,Performance,Low,2023-09-20,126.5,1,2.8,0
TKT-030525,CUS-01682,Integration Issue,High,2025-04-05,5.5,0,3.1,0
TKT-030526,CUS-01099,Reporting,Low,2022-03-18,32.6,0,3.0,0
TKT-030527,CUS-06689,Account Access,Medium,2024-12-08,24.3,1,2.6,1
TKT-030528,CUS-02218,Performance,Low,2023-08-04,91.7,1,3.4,1
TKT-030529,CUS-07530,Billing,Low,2022-02-20,13.8,0,5.0,0
TKT-030530,CUS-04142,Reporting,Medium,2025-06-21,21.2,0,4.1,0
TKT-030531,CUS-00517,Account Access,Medium,2025-09-21,37.0,1,3.7,1
TKT-030532,CUS-02307,Technical Bug,Medium,2025-03-13,51.2,1,3.1,1
TKT-030533,CUS-04821,Reporting,High,2023-11-27,8.0,0,3.9,0
TKT-030534,CUS-00488,Onboarding,High,2023-04-19,4.8,0,3.6,0
TKT-030535,CUS-04575,Feature Request,High,2025-10-02,4.2,0,4.2,0
TKT-030536,CUS-06498,Billing,Medium,2025-08-26,31.1,1,2.7,0
TKT-030537,CUS-07503,Integration Issue,Medium,2024-02-25,18.9,0,5.0,0
TKT-030538,CUS-05772,Billing,Medium,2023-03-12,12.2,0,4.4,0
TKT-030539,CUS-03860,Performance,Medium,2024-02-13,26.7,1,3.4,0
TKT-030540,CUS-02358,Reporting,Medium,2025-04-19,60.5,1,2.2,0
TKT-030541,CUS-02533,Onboarding,Medium,2025-09-21,42.2,1,4.3,0
TKT-030542,CUS-02361,Reporting,High,2022-07-09,16.1,1,2.9,1
TKT-030543,CUS-08475,Performance,Critical,2023-09-13,1.9,0,4.0,0
TKT-030544,CUS-08429,Technical Bug,Low,2022-06-13,94.6,1,1.8,0
TKT-030545,CUS-01375,Onboarding,Medium,2023-06-12,30.0,1,2.5,0
TKT-030546,CUS-04145,Integration Issue,Medium,2022-12-09,29.8,1,3.3,0
TKT-030547,CUS-05737,Feature Request,Medium,2024-03-26,26.3,1,2.1,1
TKT-030548,CUS-07548,Onboarding,High,2025-07-01,12.4,1,3.4,1
TKT-030549,CUS-02627,Onboarding,Low,2024-08-15,76.8,1,2.8,1
TKT-030550,CUS-01620,Billing,Low,2023-11-03,23.3,0,4.2,0
TKT-030551,CUS-01956,Billing,Low,2023-07-24,177.5,1,1.7,0
TKT-030552,CUS-07444,Integration Issue,Low,2025-09-08,35.7,0,5.0,0
TKT-030553,CUS-01627,Technical Bug,Medium,2022-06-09,31.1,1,3.5,0
TKT-030554,CUS-01790,Performance,Medium,2024-01-21,31.1,1,3.6,0
TKT-030555,CUS-02886,Performance,Low,2023-02-26,63.4,0,3.5,0
TKT-030556,CUS-05559,Onboarding,Low,2022-10-30,101.6,1,3.4,1
TKT-030557,CUS-09069,Billing,High,2025-04-11,5.3,0,4.6,0
TKT-030558,CUS-04734,Onboarding,Low,2022-01-29,73.8,1,2.3,1
TKT-030559,CUS-07936,Feature Request,Critical,2022-12-02,8.6,1,2.6,1
TKT-030560,CUS-00540,Account Access,Medium,2023-07-31,36.0,1,2.8,0
TKT-030561,CUS-07922,Reporting,Low,2024-01-26,77.1,1,3.4,1
TKT-030562,CUS-06541,Technical Bug,Medium,2022-03-09,63.2,1,2.9,1
TKT-030563,CUS-01631,Reporting,Low,2022-10-08,55.9,0,3.7,0
TKT-030564,CUS-02593,Reporting,Low,2025-07-10,79.6,1,3.5,0
TKT-030565,CUS-03036,Integration Issue,Low,2025-02-04,34.0,0,4.4,0
TKT-030566,CUS-01240,Technical Bug,Medium,2024-08-27,41.6,1,2.8,0
TKT-030567,CUS-06197,Account Access,Low,2024-07-11,241.5,1,2.9,0
TKT-030568,CUS-02743,Feature Request,Low,2023-09-13,105.6,1,1.0,0
TKT-030569,CUS-06686,Reporting,Low,2022-03-17,96.2,1,2.2,1
TKT-030570,CUS-03877,Integration Issue,Medium,2022-11-17,37.6,1,2.2,0
TKT-030571,CUS-02517,Billing,Low,2022-02-13,83.9,1,2.2,0
TKT-030572,CUS-07585,Onboarding,Medium,2024-11-09,46.6,1,2.7,1
TKT-030573,CUS-08098,Reporting,High,2024-05-14,20.8,1,4.4,0
TKT-030574,CUS-04829,Reporting,Critical,2023-01-18,1.0,0,3.7,0
TKT-030575,CUS-02390,Account Access,Medium,2022-06-01,24.0,0,4.0,0
TKT-030576,CUS-05938,Technical Bug,Low,2022-05-15,134.9,1,3.9,1
TKT-030577,CUS-08952,Integration Issue,High,2024-02-15,5.7,0,4.2,0
TKT-030578,CUS-00032,Feature Request,Low,2023-05-20,101.8,1,3.3,0
TKT-030579,CUS-09081,Performance,Medium,2022-06-14,19.8,0,3.8,0
TKT-030580,CUS-09246,Account Access,Low,2025-09-08,14.8,0,3.8,0
TKT-030581,CUS-03147,Onboarding,Low,2023-04-19,84.8,1,1.0,1
TKT-030582,CUS-07372,Integration Issue,High,2024-01-21,13.8,1,2.9,1
TKT-030583,CUS-03852,Onboarding,Critical,2024-01-28,7.5,1,1.0,0
TKT-030584,CUS-07115,Account Access,Medium,2023-03-23,22.4,0,5.0,0
TKT-030585,CUS-04218,Reporting,Medium,2025-07-09,18.2,0,3.6,0
TKT-030586,CUS-03913,Integration Issue,Low,2025-01-19,3.1,0,3.3,0
TKT-030587,CUS-04274,Integration Issue,Low,2022-09-10,85.8,1,2.3,1
TKT-030588,CUS-00722,Billing,Critical,2025-11-03,4.7,1,2.1,1
TKT-030589,CUS-04289,Billing,Low,2025-04-03,65.7,0,4.7,0
TKT-030590,CUS-03409,Performance,Low,2024-08-10,147.2,1,4.3,0
TKT-030591,CUS-04704,Integration Issue,Low,2025-08-25,189.2,1,2.5,0
TKT-030592,CUS-03403,Technical Bug,High,2024-06-23,6.5,0,3.7,0
TKT-030593,CUS-08070,Reporting,Medium,2025-06-13,28.0,1,1.0,0
TKT-030594,CUS-09843,Onboarding,Low,2024-11-18,124.1,1,3.1,1
TKT-030595,CUS-03039,Performance,Low,2023-08-21,177.1,1,2.5,1
TKT-030596,CUS-09692,Billing,Medium,2024-02-02,25.3,1,3.6,1
TKT-030597,CUS-03100,Account Access,Medium,2022-03-31,23.8,0,3.8,0
TKT-030598,CUS-04702,Integration Issue,Low,2022-11-15,85.9,1,2.9,1
TKT-030599,CUS-00943,Integration Issue,Medium,2022-10-30,21.7,0,3.5,0
TKT-030600,CUS-06608,Feature Request,Medium,2022-09-02,17.5,0,4.2,0
TKT-030601,CUS-05716,Account Access,Medium,2022-12-18,79.9,1,2.1,1
TKT-030602,CUS-08618,Performance,Low,2025-02-14,121.5,1,4.2,0
TKT-030603,CUS-05437,Onboarding,Medium,2024-11-02,34.8,1,3.4,0
TKT-030604,CUS-01947,Onboarding,Medium,2022-12-22,13.8,0,3.9,0
TKT-030605,CUS-08105,Feature Request,Medium,2024-04-01,18.8,0,4.3,0
TKT-030606,CUS-01692,Reporting,Critical,2024-11-02,6.7,1,3.1,0
TKT-030607,CUS-09374,Performance,Medium,2025-03-03,9.8,0,5.0,0
TKT-030608,CUS-02085,Billing,Medium,2022-03-17,0.8,0,3.4,0
TKT-030609,CUS-01394,Onboarding,Medium,2025-09-15,35.4,1,1.5,1
TKT-030610,CUS-05949,Onboarding,Low,2025-03-15,44.1,0,3.0,0
TKT-030611,CUS-01642,Reporting,Medium,2024-03-25,31.5,1,3.8,0
TKT-030612,CUS-08207,Account Access,Low,2023-03-25,151.4,1,3.1,0
TKT-030613,CUS-01605,Onboarding,Low,2023-07-05,91.3,1,2.8,1
TKT-030614,CUS-03224,Billing,Low,2025-08-19,133.0,1,2.1,1
TKT-030615,CUS-03059,Billing,High,2024-12-20,19.8,1,2.0,1
TKT-030616,CUS-00579,Reporting,Medium,2024-02-03,13.5,0,4.3,0
TKT-030617,CUS-02355,Feature Request,Low,2025-10-04,71.2,0,3.8,0
TKT-030618,CUS-01165,Account Access,Low,2023-05-03,97.7,1,2.3,1
TKT-030619,CUS-02315,Integration Issue,Medium,2024-05-10,35.7,1,3.2,0
TKT-030620,CUS-05083,Feature Request,Medium,2023-03-08,12.9,0,4.5,0
TKT-030621,CUS-04856,Billing,Critical,2025-09-09,8.2,1,2.0,1
TKT-030622,CUS-03818,Performance,Critical,2022-12-15,4.9,1,2.7,0
TKT-030623,CUS-05768,Billing,Low,2024-09-14,139.1,1,1.9,1
TKT-030624,CUS-06194,Billing,Low,2025-11-11,21.9,0,4.8,0
TKT-030625,CUS-02363,Integration Issue,Low,2025-09-07,189.9,1,3.2,0
TKT-030626,CUS-02415,Integration Issue,Medium,2024-03-11,41.7,1,2.2,1
TKT-030627,CUS-07787,Feature Request,High,2023-11-04,8.4,1,4.2,1
TKT-030628,CUS-09723,Feature Request,Medium,2022-07-29,18.4,0,3.6,0
TKT-030629,CUS-07242,Billing,High,2025-09-12,7.9,0,3.8,0
TKT-030630,CUS-06669,Onboarding,Low,2022-11-20,188.2,1,3.5,0
TKT-030631,CUS-02577,Feature Request,Medium,2022-07-14,13.3,0,4.0,0
TKT-030632,CUS-06633,Billing,Medium,2022-09-04,29.6,1,3.4,0
TKT-030633,CUS-03577,Account Access,Low,2022-10-06,214.6,1,3.3,0
TKT-030634,CUS-06370,Account Access,High,2022-04-26,11.3,1,1.7,0
TKT-030635,CUS-06509,Reporting,Low,2022-06-06,72.0,0,4.0,0
TKT-030636,CUS-02106,Technical Bug,High,2025-05-07,15.3,1,3.1,0
TKT-030637,CUS-07486,Feature Request,Critical,2024-08-31,1.8,0,5.0,0
TKT-030638,CUS-03835,Billing,Low,2025-01-19,145.0,1,2.3,1
TKT-030639,CUS-07158,Billing,Medium,2023-11-25,49.8,1,3.1,0
TKT-030640,CUS-08064,Technical Bug,Medium,2022-01-16,34.9,1,2.4,0
TKT-030641,CUS-08439,Reporting,High,2024-10-10,6.7,0,4.5,0
TKT-030642,CUS-07995,Integration Issue,Low,2023-09-02,102.8,1,2.5,1
TKT-030643,CUS-01376,Integration Issue,Low,2022-09-10,104.9,1,3.7,1
TKT-030644,CUS-09235,Billing,Medium,2023-02-23,19.5,0,3.8,0
TKT-030645,CUS-00036,Technical Bug,Medium,2025-08-16,23.0,0,3.3,0
TKT-030646,CUS-08258,Reporting,Medium,2023-05-22,22.4,0,3.2,0
TKT-030647,CUS-00107,Integration Issue,High,2024-10-28,15.7,1,3.0,0
TKT-030648,CUS-02348,Integration Issue,Low,2024-06-29,102.3,1,1.7,0
TKT-030649,CUS-00317,Account Access,Medium,2022-06-18,14.6,0,4.0,0
TKT-030650,CUS-09150,Feature Request,Low,2025-04-17,88.4,1,1.8,1
TKT-030651,CUS-06102,Integration Issue,Medium,2025-01-22,38.7,1,2.2,1
TKT-030652,CUS-06349,Integration Issue,Medium,2024-09-08,27.9,1,4.3,1
TKT-030653,CUS-09211,Reporting,Low,2022-06-29,65.3,0,3.7,0
TKT-030654,CUS-09390,Onboarding,Low,2025-06-06,90.8,1,1.8,0
TKT-030655,CUS-05397,Performance,Low,2023-11-14,118.8,1,2.7,0
TKT-030656,CUS-06292,Reporting,Low,2023-06-14,189.4,1,2.5,1
TKT-030657,CUS-08987,Billing,Low,2024-10-18,104.3,1,3.0,1
TKT-030658,CUS-05678,Integration Issue,Low,2025-12-22,82.1,1,3.7,0
TKT-030659,CUS-04156,Reporting,Medium,2024-09-12,43.6,1,3.5,1
TKT-030660,CUS-09050,Performance,High,2023-01-27,10.0,1,3.4,1
TKT-030661,CUS-04306,Integration Issue,Medium,2022-10-12,18.5,0,3.3,0
TKT-030662,CUS-03326,Performance,Critical,2024-11-27,4.3,1,2.7,1
TKT-030663,CUS-05512,Integration Issue,Medium,2025-10-07,50.4,1,3.3,0
TKT-030664,CUS-08758,Feature Request,Medium,2025-02-11,37.3,1,3.0,0
TKT-030665,CUS-09949,Reporting,High,2023-10-13,6.1,0,3.7,0
TKT-030666,CUS-06547,Integration Issue,Medium,2022-07-08,42.5,1,2.1,0
TKT-030667,CUS-08062,Billing,Low,2023-06-22,151.4,1,2.8,1
TKT-030668,CUS-02200,Technical Bug,Medium,2022-11-30,40.3,1,3.5,0
TKT-030669,CUS-03052,Integration Issue,Medium,2022-07-26,23.6,0,3.8,0
TKT-030670,CUS-02070,Integration Issue,Medium,2024-12-25,21.6,0,4.2,0
TKT-030671,CUS-07541,Billing,Medium,2025-12-09,31.3,1,4.1,1
TKT-030672,CUS-00103,Billing,Low,2024-12-06,48.6,0,4.0,0
TKT-030673,CUS-01793,Performance,Medium,2023-04-09,16.1,0,5.0,0
TKT-030674,CUS-01180,Feature Request,Medium,2025-02-05,14.6,0,4.7,0
TKT-030675,CUS-06238,Performance,Medium,2025-05-09,20.3,0,3.3,0
TKT-030676,CUS-09391,Reporting,Critical,2023-04-24,2.3,0,4.5,0
TKT-030677,CUS-09430,Feature Request,High,2024-10-21,8.1,1,3.0,1
TKT-030678,CUS-03644,Feature Request,High,2023-04-16,1.9,0,4.2,0
TKT-030679,CUS-05497,Technical Bug,Medium,2022-05-17,44.8,1,3.2,1
TKT-030680,CUS-08793,Performance,Medium,2024-01-10,48.3,1,3.0,0
TKT-030681,CUS-03060,Billing,High,2023-07-14,6.6,0,3.9,0
TKT-030682,CUS-00044,Account Access,Medium,2023-11-23,19.8,0,3.0,0
TKT-030683,CUS-06515,Performance,Critical,2023-02-03,6.9,1,3.7,0
TKT-030684,CUS-05793,Performance,Medium,2025-01-17,40.3,1,1.0,0
TKT-030685,CUS-00449,Technical Bug,Low,2025-08-10,55.0,0,4.8,0
TKT-030686,CUS-08627,Performance,Low,2024-01-14,153.1,1,2.0,0
TKT-030687,CUS-02712,Onboarding,Low,2023-07-10,22.8,0,4.5,0
TKT-030688,CUS-04882,Billing,Medium,2025-10-23,68.9,1,2.2,1
TKT-030689,CUS-05955,Feature Request,High,2024-09-01,4.3,0,3.9,0
TKT-030690,CUS-09149,Onboarding,High,2023-07-25,7.5,0,4.2,0
TKT-030691,CUS-03209,Performance,High,2025-10-15,16.9,1,1.8,0
TKT-030692,CUS-01099,Performance,Low,2022-12-19,62.1,0,5.0,0
TKT-030693,CUS-00732,Billing,Medium,2023-07-18,16.3,0,4.2,0
TKT-030694,CUS-08605,Feature Request,Medium,2022-10-05,26.3,1,4.1,0
TKT-030695,CUS-00043,Feature Request,Medium,2025-09-29,26.9,1,4.1,0
TKT-030696,CUS-02347,Feature Request,Medium,2023-04-27,21.8,0,4.5,0
TKT-030697,CUS-03145,Reporting,High,2023-03-15,10.0,1,2.1,1
TKT-030698,CUS-05808,Integration Issue,High,2023-10-04,10.1,1,3.6,0
TKT-030699,CUS-07494,Feature Request,Medium,2023-12-23,28.3,1,2.8,0
TKT-030700,CUS-02264,Integration Issue,Medium,2022-03-28,30.6,1,3.1,1
TKT-030701,CUS-00231,Reporting,Low,2024-04-13,47.4,0,2.8,0
TKT-030702,CUS-03125,Onboarding,Low,2024-10-28,84.2,1,3.5,0
TKT-030703,CUS-05243,Onboarding,High,2025-04-08,10.1,1,3.0,0
TKT-030704,CUS-03220,Technical Bug,High,2023-02-18,13.9,1,2.9,1
TKT-030705,CUS-04114,Reporting,Low,2023-06-15,132.5,1,1.9,1
TKT-030706,CUS-09038,Performance,Low,2025-03-07,39.7,0,3.9,0
TKT-030707,CUS-07167,Account Access,Medium,2022-06-09,45.8,1,3.8,1
TKT-030708,CUS-09476,Performance,Medium,2023-07-09,47.6,1,2.6,0
TKT-030709,CUS-04499,Feature Request,High,2024-01-07,11.6,1,3.0,1
TKT-030710,CUS-04314,Reporting,Low,2023-10-30,96.8,1,1.5,1
TKT-030711,CUS-00329,Feature Request,High,2023-09-04,13.6,1,2.4,0
TKT-030712,CUS-04290,Billing,Low,2022-03-05,174.9,1,1.5,0
TKT-030713,CUS-01995,Billing,High,2023-08-29,8.4,1,2.0,0
TKT-030714,CUS-00204,Onboarding,Critical,2023-01-14,2.7,0,4.5,0
TKT-030715,CUS-02277,Technical Bug,Medium,2023-01-30,40.1,1,3.7,1
TKT-030716,CUS-05775,Account Access,Low,2022-02-25,213.1,1,3.1,1
TKT-030717,CUS-05065,Account Access,Medium,2023-09-21,11.3,0,4.1,0
TKT-030718,CUS-06958,Performance,Low,2023-08-07,1.0,0,3.6,0
TKT-030719,CUS-07720,Performance,Low,2025-08-22,133.4,1,2.9,1
TKT-030720,CUS-06246,Technical Bug,High,2023-12-25,12.0,1,2.6,1
TKT-030721,CUS-09035,Performance,Low,2022-01-19,82.8,1,4.0,1
TKT-030722,CUS-00353,Billing,Low,2022-11-23,81.5,1,3.3,1
TKT-030723,CUS-06708,Technical Bug,Low,2025-01-11,60.1,0,4.8,0
TKT-030724,CUS-08530,Reporting,Critical,2022-10-26,3.7,0,4.2,0
TKT-030725,CUS-08749,Integration Issue,High,2022-06-22,19.2,1,1.9,1
TKT-030726,CUS-03152,Performance,High,2023-08-03,7.1,0,4.6,0
TKT-030727,CUS-00668,Reporting,Medium,2025-06-04,30.3,1,3.2,0
TKT-030728,CUS-07059,Technical Bug,Medium,2024-12-04,22.0,0,4.4,0
TKT-030729,CUS-07776,Performance,Medium,2023-02-09,40.4,1,3.2,0
TKT-030730,CUS-01107,Technical Bug,Critical,2023-05-15,4.6,1,3.3,0
TKT-030731,CUS-02016,Feature Request,High,2023-12-27,15.7,1,4.1,1
TKT-030732,CUS-00731,Feature Request,High,2023-02-24,8.4,1,4.2,0
TKT-030733,CUS-07802,Feature Request,Critical,2022-02-22,5.4,1,1.6,0
TKT-030734,CUS-09549,Integration Issue,Critical,2025-10-18,11.5,1,4.7,0
TKT-030735,CUS-09729,Onboarding,High,2023-04-23,12.8,1,2.2,0
TKT-030736,CUS-05265,Onboarding,Medium,2024-05-10,45.0,1,2.5,1
TKT-030737,CUS-04504,Billing,Medium,2023-09-01,20.0,0,5.0,0
TKT-030738,CUS-03031,Onboarding,High,2022-11-06,14.3,1,2.8,0
TKT-030739,CUS-02310,Performance,Medium,2024-06-07,28.8,1,2.2,0
TKT-030740,CUS-02452,Feature Request,Low,2023-10-16,26.5,0,2.3,0
TKT-030741,CUS-08542,Integration Issue,Low,2025-02-01,25.2,0,3.5,0
TKT-030742,CUS-06025,Feature Request,Critical,2025-10-03,6.1,1,2.3,1
TKT-030743,CUS-09029,Onboarding,Medium,2022-04-23,29.2,1,2.3,0
TKT-030744,CUS-03350,Reporting,Medium,2023-05-06,16.6,0,3.9,0
TKT-030745,CUS-09029,Reporting,Low,2025-04-06,108.4,1,2.3,0
TKT-030746,CUS-02166,Performance,Low,2025-11-18,77.6,1,3.8,0
TKT-030747,CUS-05530,Reporting,High,2022-09-07,9.9,1,2.4,0
TKT-030748,CUS-08370,Billing,High,2025-02-08,8.2,1,4.4,1
TKT-030749,CUS-07363,Billing,Low,2022-08-19,114.8,1,4.4,0
TKT-030750,CUS-04289,Integration Issue,Low,2025-03-20,65.2,0,4.0,0
