ticket_id,customer_id,issue_type,priority,status,created_date
2415,24,Feature Request,High,Resolved,2024-10-01
2416,230,Feature Request,High,Pending,2026-04-02
2417,232,Bug Report,Medium,Resolved,2024-10-19
2418,119,Login Issue,High,Resolved,2026-04-04
2419,446,Login Issue,High,Open,2025-06-12
2420,87,Billing,Medium,Pending,2025-08-04
2421,208,Billing,Medium,Open,2025-05-12
2422,437,Bug Report,High,Resolved,2025-10-11
2423,206,Bug Report,Medium,Open,2025-10-24
2424,498,Bug Report,Medium,Resolved,2024-09-09
2425,461,Billing,High,Pending,2026-01-22
2426,377,Billing,High,Pending,2025-03-07
2427,43,Login Issue,High,Pending,2024-11-28
2428,485,Account Access,Low,Pending,2025-11-12
2429,309,Feature Request,Low,Open,2026-01-01
2430,431,Login Issue,Medium,Resolved,2026-01-22
2431,286,Account Access,Low,Open,2026-03-06
2432,238,Account Access,High,Pending,2024-08-21
2433,290,Account Access,High,Open,2026-05-18
2434,213,Login Issue,High,Pending,2025-03-13
2435,489,Billing,Medium,Resolved,2026-04-15
2436,404,Account Access,High,Pending,2026-03-26
2437,491,Feature Request,Medium,Open,2025-09-30
2438,356,Billing,High,Pending,2024-07-10
2439,8,Login Issue,Low,Pending,2026-02-01
2440,464,Feature Request,Low,Pending,2025-12-11
2441,133,Bug Report,Medium,Resolved,2024-11-05
2442,56,Account Access,Low,Resolved,2024-08-22
2443,88,Bug Report,High,Open,2024-09-24
2444,480,Billing,High,Open,2024-12-13
2445,297,Account Access,High,Resolved,2025-05-08
2446,159,Bug Report,Medium,Resolved,2025-01-15
2447,289,Bug Report,Low,Pending,2024-11-19
2448,23,Bug Report,Low,Open,2024-10-03
2449,120,Bug Report,High,Pending,2025-04-19
2450,465,Billing,Medium,Open,2025-07-03
2451,421,Account Access,Low,Resolved,2025-10-07
2452,379,Login Issue,High,Resolved,2024-06-25
2453,293,Feature Request,Medium,Pending,2025-02-19
2454,183,Feature Request,High,Open,2024-09-08
2455,16,Feature Request,High,Resolved,2025-04-29
2456,153,Account Access,High,Resolved,2025-02-05
2457,484,Billing,High,Resolved,2026-01-31
2458,224,Account Access,Medium,Pending,2026-04-01
2459,51,Billing,Medium,Resolved,2024-12-16
2460,359,Login Issue,High,Resolved,2025-01-25
2461,286,Account Access,Medium,Pending,2025-01-12
2462,39,Billing,Medium,Resolved,2025-11-14
2463,482,Billing,Medium,Open,2026-01-14
2464,11,Billing,Medium,Resolved,2025-10-06
2465,274,Login Issue,High,Open,2024-08-14
2466,403,Feature Request,Medium,Pending,2025-05-02
2467,43,Billing,Low,Open,2024-12-03
2468,137,Feature Request,High,Pending,2025-12-17
2469,222,Login Issue,Low,Resolved,2025-05-07
2470,192,Login Issue,Medium,Resolved,2025-01-06
2471,389,Billing,High,Resolved,2025-04-18
2472,354,Billing,High,Open,2025-03-27
2473,61,Billing,High,Pending,2025-08-22
2474,47,Account Access,Medium,Open,2025-08-05
2475,215,Bug Report,High,Open,2024-07-05
2476,37,Bug Report,Low,Resolved,2024-07-11
2477,44,Bug Report,High,Pending,2025-04-21
2478,227,Feature Request,Low,Pending,2026-02-05
2479,388,Feature Request,Low,Open,2024-10-22
2480,287,Billing,Medium,Resolved,2025-05-30
2481,328,Feature Request,Medium,Resolved,2024-05-31
2482,465,Account Access,Medium,Pending,2025-12-28
2483,264,Billing,High,Pending,2024-11-24
2484,426,Bug Report,High,Open,2025-08-24
2485,221,Login Issue,Low,Open,2026-03-09
2486,122,Login Issue,Medium,Pending,2024-09-13
2487,421,Feature Request,Low,Pending,2025-06-01
2488,27,Login Issue,Medium,Pending,2025-03-15
2489,485,Account Access,Low,Open,2025-05-09
2490,256,Bug Report,Medium,Open,2026-05-20
2491,252,Bug Report,Low,Open,2024-09-18
2492,21,Feature Request,High,Pending,2024-06-06
2493,36,Account Access,Low,Resolved,2026-01-03
2494,410,Login Issue,Medium,Open,2024-05-30
2495,365,Billing,Low,Open,2024-09-15
2496,417,Billing,Low,Open,2025-08-11
2497,264,Billing,Medium,Pending,2025-12-29
2498,499,Account Access,High,Pending,2024-12-16
2499,263,Billing,Medium,Resolved,2024-11-13
2500,133,Account Access,Low,Open,2024-09-05
2501,232,Bug Report,High,Open,2025-05-17
2502,499,Bug Report,High,Open,2025-05-30
2503,378,Account Access,Medium,Resolved,2025-12-26
2504,181,Bug Report,Medium,Pending,2024-10-11
2505,406,Billing,High,Open,2025-12-22
2506,396,Login Issue,Medium,Open,2025-05-07
2507,454,Feature Request,Medium,Resolved,2025-12-14
2508,491,Account Access,Low,Open,2025-01-07
2509,425,Bug Report,High,Resolved,2025-06-09
2510,110,Account Access,Low,Resolved,2024-05-25
2511,484,Feature Request,Medium,Pending,2025-03-23
2512,117,Account Access,Low,Resolved,2026-01-01
2513,191,Billing,Medium,Resolved,2024-10-04
2514,68,Feature Request,Medium,Resolved,2024-08-07
2515,75,Feature Request,Low,Open,2024-06-09
2516,389,Bug Report,Medium,Open,2024-11-02
2517,107,Bug Report,High,Open,2024-10-06
2518,349,Feature Request,High,Resolved,2024-08-17
2519,389,Account Access,Medium,Resolved,2024-07-04
2520,373,Account Access,High,Pending,2025-09-12
2521,447,Bug Report,Medium,Pending,2025-12-20
2522,74,Login Issue,High,Open,2026-05-16
2523,319,Login Issue,Low,Resolved,2025-09-17
2524,218,Login Issue,High,Open,2024-09-22
2525,324,Bug Report,Low,Resolved,2025-09-08
2526,230,Account Access,High,Pending,2024-07-01
2527,220,Login Issue,High,Open,2024-06-04
2528,3,Account Access,Medium,Resolved,2024-11-03
2529,28,Login Issue,High,Resolved,2025-06-11
2530,415,Login Issue,High,Open,2024-07-09
2531,10,Billing,Low,Open,2024-09-29
2532,82,Feature Request,High,Pending,2024-12-28
2533,212,Billing,Low,Open,2025-02-09
2534,71,Feature Request,High,Resolved,2026-03-17
2535,228,Bug Report,Low,Resolved,2025-01-19
2536,191,Billing,Medium,Pending,2026-04-16
2537,335,Login Issue,High,Resolved,2025-03-30
2538,334,Billing,High,Pending,2025-12-06
2539,257,Billing,High,Pending,2024-09-27
2540,39,Bug Report,Medium,Open,2025-02-23
2541,436,Billing,High,Resolved,2026-03-14
2542,335,Billing,Low,Pending,2025-03-31
2543,139,Account Access,High,Pending,2026-05-01
2544,226,Feature Request,High,Pending,2024-09-13
2545,212,Feature Request,Low,Open,2025-12-18
2546,244,Feature Request,High,Open,2024-07-28
2547,299,Billing,High,Open,2024-12-09
2548,213,Bug Report,Low,Open,2025-02-18
2549,276,Account Access,Medium,Resolved,2025-06-14
2550,324,Account Access,Medium,Resolved,2025-09-01
2551,94,Account Access,Medium,Open,2025-04-20
2552,427,Bug Report,High,Resolved,2025-09-25
2553,481,Billing,Low,Open,2025-09-15
2554,5,Feature Request,Low,Open,2025-05-13
2555,271,Billing,High,Resolved,2024-10-16
2556,130,Billing,Low,Open,2025-03-08
2557,337,Account Access,Low,Pending,2025-03-02
2558,139,Feature Request,Medium,Resolved,2025-06-14
2559,413,Billing,High,Resolved,2025-06-02
2560,186,Bug Report,High,Pending,2024-11-29
2561,50,Account Access,High,Pending,2025-09-29
2562,482,Login Issue,Medium,Pending,2024-11-10
2563,288,Billing,High,Resolved,2025-10-10
2564,7,Bug Report,Low,Pending,2024-12-24
2565,482,Feature Request,Low,Open,2024-07-27
2566,88,Bug Report,Low,Pending,2026-02-02
2567,94,Login Issue,Low,Open,2024-05-26
2568,93,Bug Report,Medium,Pending,2024-06-28
2569,132,Feature Request,High,Resolved,2025-01-31
2570,307,Feature Request,Low,Pending,2024-09-16
2571,261,Bug Report,Medium,Open,2024-11-26
2572,434,Billing,Medium,Pending,2025-10-28
2573,108,Bug Report,Low,Open,2025-10-13
2574,180,Account Access,Medium,Pending,2024-07-12
2575,414,Account Access,High,Pending,2024-07-21
2576,111,Billing,Medium,Pending,2025-10-08
2577,295,Account Access,High,Resolved,2024-09-29
2578,205,Bug Report,Medium,Pending,2024-09-21
2579,146,Billing,Low,Open,2024-06-05
2580,54,Account Access,Medium,Pending,2026-01-29
2581,473,Feature Request,High,Open,2024-08-04
2582,118,Login Issue,Low,Resolved,2025-06-21
2583,111,Bug Report,Medium,Pending,2025-11-06
2584,173,Billing,High,Resolved,2025-07-04
2585,235,Bug Report,Low,Pending,2025-05-22
2586,174,Feature Request,Medium,Pending,2025-12-03
2587,239,Account Access,Low,Pending,2024-09-28
2588,147,Login Issue,Low,Open,2026-02-03
2589,261,Bug Report,Low,Pending,2025-02-17
2590,315,Account Access,High,Pending,2026-01-04
2591,355,Feature Request,Low,Pending,2024-07-03
2592,130,Bug Report,Low,Open,2026-01-13
2593,138,Billing,Medium,Resolved,2024-09-30
2594,366,Bug Report,Low,Resolved,2024-09-24
2595,430,Account Access,Medium,Open,2026-03-17
2596,154,Feature Request,Low,Open,2024-07-31
2597,477,Login Issue,Medium,Pending,2025-10-26
2598,263,Feature Request,High,Pending,2026-03-12
2599,23,Bug Report,High,Open,2025-05-07
2600,47,Feature Request,High,Pending,2024-06-27
2601,336,Bug Report,High,Pending,2024-08-29
2602,342,Bug Report,Low,Open,2026-03-03
2603,51,Billing,Low,Pending,2026-04-29
2604,229,Account Access,Medium,Resolved,2026-04-14
2605,479,Billing,Low,Pending,2024-11-27
2606,336,Account Access,Medium,Pending,2024-07-24
2607,156,Login Issue,Medium,Open,2026-03-26
2608,107,Account Access,Low,Open,2025-10-27
2609,38,Feature Request,High,Pending,2025-06-25
2610,10,Billing,Low,Open,2025-07-12
2611,411,Feature Request,High,Resolved,2026-04-02
2612,412,Login Issue,High,Resolved,2025-10-03
2613,261,Feature Request,Low,Pending,2026-01-28
2614,148,Bug Report,High,Pending,2026-04-20
2615,493,Feature Request,High,Open,2024-08-27
2616,14,Account Access,Low,Pending,2024-07-09
2617,106,Account Access,Low,Resolved,2025-06-01
2618,373,Bug Report,Medium,Open,2025-12-10
2619,336,Account Access,Medium,Resolved,2025-03-27
2620,126,Billing,Medium,Resolved,2024-12-25
2621,218,Bug Report,Medium,Resolved,2026-03-29
2622,366,Login Issue,High,Pending,2024-07-17
2623,97,Bug Report,Low,Open,2025-08-03
2624,497,Feature Request,Low,Resolved,2025-02-28
2625,215,Billing,Low,Pending,2024-12-03
2626,276,Bug Report,Medium,Open,2024-05-26
2627,178,Feature Request,Medium,Pending,2025-05-23
2628,25,Account Access,Low,Resolved,2024-07-06
2629,296,Feature Request,Low,Open,2026-04-03
2630,379,Login Issue,Medium,Pending,2024-11-10
2631,379,Billing,Low,Open,2025-08-26
2632,393,Bug Report,Medium,Open,2026-05-08
2633,382,Account Access,High,Resolved,2024-06-24
2634,464,Account Access,Low,Resolved,2024-11-24
2635,199,Feature Request,High,Resolved,2026-02-13
2636,108,Login Issue,Low,Pending,2024-05-31
2637,121,Bug Report,High,Pending,2025-01-14
2638,190,Billing,Medium,Pending,2025-07-08
2639,251,Feature Request,Medium,Pending,2024-09-25
2640,448,Account Access,High,Open,2024-05-31
2641,100,Login Issue,Medium,Resolved,2025-01-13
2642,55,Bug Report,Low,Pending,2026-04-17
2643,105,Feature Request,High,Open,2025-09-26
2644,488,Account Access,Medium,Resolved,2024-08-02
2645,215,Account Access,High,Open,2025-11-17
2646,109,Bug Report,Low,Resolved,2026-02-08
2647,127,Billing,High,Pending,2025-09-02
2648,293,Billing,Low,Resolved,2025-05-02
2649,24,Feature Request,Low,Open,2025-12-22
2650,371,Feature Request,Medium,Open,2026-01-22
2651,468,Billing,Low,Resolved,2025-05-23
2652,470,Account Access,Medium,Pending,2025-10-08
2653,321,Feature Request,Medium,Resolved,2025-09-30
2654,393,Login Issue,High,Resolved,2024-06-16
2655,324,Login Issue,Medium,Pending,2025-12-24
2656,7,Billing,Medium,Open,2025-06-02
2657,411,Account Access,Low,Resolved,2025-07-29
2658,292,Billing,Medium,Resolved,2024-12-12
2659,359,Bug Report,High,Resolved,2026-04-28
2660,119,Bug Report,High,Open,2025-08-29
2661,386,Account Access,Medium,Pending,2025-11-05
2662,497,Bug Report,Low,Resolved,2025-08-22
2663,187,Bug Report,Medium,Pending,2026-02-18
2664,386,Bug Report,Low,Resolved,2025-12-23
2665,420,Login Issue,High,Open,2025-06-07
2666,1,Account Access,High,Pending,2025-07-02
2667,22,Login Issue,Low,Resolved,2026-04-21
2668,457,Bug Report,Medium,Open,2025-03-25
2669,148,Account Access,Low,Pending,2026-01-10
2670,466,Account Access,Low,Open,2025-10-26
2671,252,Bug Report,High,Open,2024-11-05
2672,460,Feature Request,High,Resolved,2024-12-31
2673,87,Login Issue,High,Resolved,2024-07-01
2674,170,Bug Report,Low,Pending,2025-09-03
2675,253,Login Issue,Medium,Pending,2025-09-04
2676,151,Login Issue,Low,Pending,2025-09-14
2677,489,Login Issue,Medium,Pending,2024-11-01
2678,24,Feature Request,Low,Resolved,2024-06-25
2679,406,Login Issue,Low,Resolved,2025-05-11
2680,111,Billing,Low,Pending,2025-01-18
2681,129,Billing,Medium,Open,2024-11-10
2682,230,Account Access,High,Pending,2025-03-31
2683,287,Login Issue,Low,Resolved,2026-04-25
2684,246,Feature Request,Low,Open,2025-01-14
2685,423,Bug Report,Low,Open,2025-04-02
2686,145,Bug Report,Low,Open,2024-07-11
2687,90,Bug Report,Medium,Pending,2025-12-19
2688,31,Account Access,Medium,Resolved,2024-08-28
2689,107,Billing,Medium,Open,2025-08-13
2690,230,Bug Report,Medium,Pending,2024-12-10
2691,289,Bug Report,Medium,Pending,2024-11-11
2692,375,Billing,Low,Pending,2025-11-14
2693,72,Account Access,Medium,Open,2025-06-02
2694,172,Billing,Low,Resolved,2024-07-10
2695,467,Feature Request,Medium,Open,2025-12-27
2696,181,Bug Report,Medium,Pending,2024-08-27
2697,497,Account Access,Low,Open,2026-03-25
2698,405,Billing,Low,Open,2025-04-06
2699,439,Account Access,Medium,Open,2025-03-28
2700,384,Bug Report,Low,Pending,2025-12-29
2701,186,Billing,Medium,Resolved,2024-07-05
2702,321,Account Access,High,Open,2025-08-16
2703,391,Bug Report,Low,Pending,2025-06-15
2704,442,Feature Request,Medium,Open,2024-09-03
2705,351,Account Access,Low,Open,2024-08-18
2706,355,Account Access,Low,Open,2025-10-07
2707,68,Account Access,Medium,Resolved,2024-10-01
2708,179,Feature Request,Medium,Pending,2024-06-20
2709,191,Account Access,Low,Pending,2024-11-05
2710,424,Account Access,High,Open,2024-12-13
2711,183,Account Access,High,Pending,2024-09-05
2712,28,Bug Report,Low,Resolved,2025-09-30
2713,342,Feature Request,Medium,Resolved,2025-11-29
2714,93,Billing,Low,Open,2025-02-15
2715,499,Account Access,Low,Open,2025-08-03
2716,80,Login Issue,Medium,Resolved,2025-07-12
2717,95,Login Issue,Medium,Pending,2025-10-31
2718,378,Login Issue,High,Open,2025-03-14
2719,168,Login Issue,High,Open,2025-05-31
2720,324,Account Access,Medium,Open,2025-03-04
2721,486,Bug Report,Low,Resolved,2024-11-04
2722,206,Billing,Low,Open,2025-10-27
2723,330,Account Access,High,Pending,2025-04-23
2724,20,Account Access,Medium,Pending,2024-06-25
2725,57,Billing,High,Open,2024-12-18
2726,486,Account Access,High,Pending,2024-06-05
2727,311,Bug Report,Medium,Pending,2024-11-28
2728,335,Bug Report,Low,Open,2026-03-15
2729,342,Billing,Low,Resolved,2025-09-13
2730,272,Account Access,Low,Resolved,2024-10-19
2731,59,Feature Request,High,Open,2026-01-28
2732,147,Bug Report,High,Pending,2025-01-02
2733,403,Login Issue,High,Pending,2026-02-20
2734,390,Bug Report,Medium,Pending,2024-07-01
2735,400,Login Issue,Low,Pending,2024-10-12
2736,274,Bug Report,Low,Pending,2025-12-17
2737,203,Account Access,Low,Pending,2024-06-24
2738,372,Account Access,Medium,Pending,2025-01-08
2739,22,Feature Request,Medium,Resolved,2025-09-30
2740,195,Feature Request,Low,Resolved,2025-11-20
2741,219,Bug Report,High,Pending,2025-06-03
2742,357,Billing,High,Open,2024-11-08
2743,352,Account Access,High,Pending,2025-07-05
2744,6,Billing,Medium,Pending,2025-08-20
2745,249,Bug Report,High,Open,2024-10-10
2746,49,Login Issue,High,Open,2025-06-11
2747,455,Login Issue,Medium,Resolved,2026-05-18
2748,330,Login Issue,Medium,Open,2025-01-16
2749,70,Billing,Medium,Resolved,2024-08-16
2750,25,Billing,Medium,Open,2025-03-09
2751,300,Billing,Low,Resolved,2026-04-15
2752,125,Account Access,Low,Open,2025-05-13
2753,93,Bug Report,Low,Open,2024-10-13
2754,452,Account Access,Medium,Resolved,2024-10-13
2755,19,Bug Report,Medium,Pending,2026-03-17
2756,151,Account Access,High,Pending,2026-05-10
2757,358,Billing,Medium,Open,2024-09-14
2758,444,Billing,High,Resolved,2024-10-11
2759,95,Billing,Medium,Resolved,2024-09-18
2760,281,Billing,Low,Pending,2024-09-08
2761,56,Feature Request,Low,Resolved,2025-05-21
2762,205,Login Issue,High,Open,2025-05-18
2763,376,Billing,Low,Resolved,2025-12-19
2764,100,Bug Report,High,Open,2026-03-07
2765,478,Login Issue,High,Resolved,2024-12-22
2766,58,Bug Report,High,Pending,2025-05-30
2767,290,Feature Request,Medium,Open,2026-04-23
2768,453,Login Issue,Medium,Pending,2024-09-26
2769,376,Account Access,High,Resolved,2026-03-14
2770,76,Billing,Low,Resolved,2024-12-10
2771,278,Billing,Medium,Open,2024-10-29
2772,158,Login Issue,Medium,Open,2024-09-12
2773,421,Bug Report,Medium,Open,2024-11-21
2774,2,Billing,High,Pending,2025-03-17
2775,337,Billing,Low,Pending,2026-05-25
2776,443,Feature Request,High,Resolved,2025-08-07
2777,207,Account Access,Medium,Pending,2025-01-25
2778,479,Login Issue,Low,Open,2025-11-13
2779,301,Login Issue,Medium,Resolved,2025-04-01
2780,292,Account Access,High,Open,2024-07-14
2781,252,Login Issue,Medium,Resolved,2025-08-08
2782,316,Feature Request,High,Open,2024-09-06
2783,296,Login Issue,Low,Pending,2025-12-02
2784,298,Billing,High,Open,2024-08-08
2785,142,Account Access,High,Pending,2026-02-13
2786,124,Bug Report,High,Open,2026-02-25
2787,47,Account Access,High,Resolved,2025-12-01
2788,367,Billing,Low,Open,2026-02-23
2789,440,Login Issue,Low,Pending,2024-08-29
2790,385,Login Issue,Low,Resolved,2026-04-22
2791,474,Billing,Medium,Pending,2024-11-07
2792,279,Feature Request,High,Pending,2025-03-08
2793,163,Account Access,Low,Open,2026-01-12
2794,4,Billing,Medium,Open,2024-06-16
2795,231,Account Access,Medium,Resolved,2024-06-28
2796,449,Account Access,High,Open,2025-05-24
2797,383,Login Issue,Medium,Resolved,2024-09-04
2798,104,Billing,Low,Pending,2024-07-21
2799,364,Account Access,Medium,Open,2025-08-22
2800,189,Bug Report,High,Resolved,2025-04-08
2801,415,Login Issue,Medium,Open,2025-12-16
2802,499,Login Issue,Low,Resolved,2024-07-23
2803,302,Login Issue,Medium,Pending,2024-11-21
2804,408,Bug Report,High,Resolved,2026-03-15
2805,464,Billing,Low,Pending,2024-08-03
2806,467,Bug Report,Low,Open,2024-11-22
2807,329,Account Access,Low,Resolved,2025-12-11
2808,51,Account Access,Medium,Resolved,2024-06-12
2809,17,Bug Report,High,Open,2024-10-18
2810,9,Billing,High,Open,2026-04-05
2811,495,Feature Request,High,Open,2025-06-02
2812,393,Billing,High,Open,2025-07-02
2813,136,Feature Request,Low,Resolved,2024-10-09
2814,242,Billing,High,Open,2026-04-30
2815,369,Account Access,Medium,Pending,2024-09-05
2816,133,Feature Request,Medium,Pending,2024-11-14
2817,454,Billing,High,Pending,2025-08-12
2818,136,Account Access,Low,Resolved,2024-06-21
2819,428,Login Issue,Low,Resolved,2024-10-22
2820,167,Billing,Medium,Pending,2024-07-15
2821,184,Billing,Low,Resolved,2024-07-06
2822,126,Feature Request,Low,Open,2026-05-04
2823,22,Bug Report,High,Open,2025-05-24
2824,81,Bug Report,High,Resolved,2024-12-04
2825,220,Feature Request,Medium,Pending,2024-11-27
2826,390,Login Issue,High,Resolved,2025-03-21
2827,16,Billing,Medium,Pending,2025-04-01
2828,120,Login Issue,Medium,Open,2025-07-23
2829,147,Bug Report,Low,Open,2024-10-30
2830,474,Account Access,Low,Pending,2024-11-08
2831,70,Login Issue,High,Open,2026-01-21
2832,195,Account Access,High,Resolved,2025-09-26
2833,420,Billing,High,Resolved,2025-08-15
2834,237,Bug Report,Low,Resolved,2026-03-04
2835,25,Login Issue,High,Open,2025-09-30
2836,246,Billing,Medium,Resolved,2025-07-30
2837,37,Feature Request,High,Pending,2025-01-28
2838,351,Feature Request,Medium,Resolved,2026-01-15
2839,78,Feature Request,Medium,Pending,2024-05-31
2840,56,Feature Request,High,Open,2026-02-17
2841,105,Feature Request,Low,Resolved,2026-05-15
2842,346,Login Issue,High,Pending,2024-09-04
2843,296,Login Issue,Low,Open,2024-08-22
2844,455,Billing,Low,Pending,2025-02-01
2845,126,Account Access,High,Resolved,2025-05-05
2846,427,Billing,Low,Open,2024-08-14
2847,230,Feature Request,Low,Open,2024-10-22
2848,104,Bug Report,Low,Pending,2024-09-25
2849,394,Login Issue,Medium,Pending,2024-07-29
2850,456,Feature Request,Medium,Pending,2026-02-10
2851,129,Login Issue,Medium,Resolved,2025-07-01
2852,442,Billing,High,Pending,2025-11-09
2853,498,Feature Request,Low,Open,2025-04-11
2854,253,Login Issue,High,Pending,2025-10-25
2855,3,Billing,Medium,Pending,2025-06-30
2856,299,Billing,Low,Resolved,2026-05-19
2857,171,Bug Report,High,Resolved,2024-12-13
2858,71,Bug Report,High,Open,2025-10-31
2859,418,Bug Report,Low,Resolved,2024-06-04
2860,43,Login Issue,Medium,Resolved,2025-03-14
2861,405,Login Issue,High,Pending,2024-11-21
2862,177,Account Access,High,Resolved,2025-03-24
2863,153,Login Issue,Medium,Open,2026-02-06
2864,67,Feature Request,Low,Open,2026-03-11
2865,390,Feature Request,Low,Open,2025-03-11
2866,333,Login Issue,Low,Open,2024-08-22
2867,368,Bug Report,High,Open,2024-10-27
2868,55,Bug Report,High,Resolved,2025-05-17
2869,247,Bug Report,Medium,Pending,2024-06-30
2870,30,Bug Report,High,Pending,2025-06-10
2871,304,Billing,Low,Pending,2025-06-07
2872,16,Account Access,Low,Open,2025-06-23
2873,333,Bug Report,Medium,Pending,2024-08-22
2874,442,Account Access,High,Open,2024-11-04
2875,29,Billing,High,Open,2024-07-30
2876,277,Bug Report,High,Pending,2025-05-17
2877,157,Login Issue,Low,Resolved,2024-11-24
2878,424,Account Access,Medium,Resolved,2025-01-20
2879,333,Bug Report,High,Resolved,2026-01-23
2880,419,Feature Request,Low,Pending,2024-06-07
2881,174,Login Issue,Medium,Open,2025-02-22
2882,495,Bug Report,Medium,Open,2025-08-14
2883,70,Feature Request,High,Pending,2024-09-01
2884,82,Account Access,Low,Resolved,2025-08-11
2885,235,Feature Request,Low,Pending,2024-07-02
2886,198,Feature Request,Medium,Pending,2025-01-18
2887,197,Feature Request,Medium,Pending,2025-05-29
2888,441,Bug Report,Medium,Open,2024-06-03
2889,258,Billing,Medium,Pending,2025-06-22
2890,265,Login Issue,Low,Open,2024-12-07
2891,271,Account Access,High,Resolved,2024-11-13
2892,139,Bug Report,Medium,Resolved,2024-07-08
2893,363,Billing,High,Pending,2025-08-18
2894,287,Bug Report,High,Open,2024-07-01
2895,3,Billing,Low,Open,2025-09-14
2896,326,Bug Report,High,Resolved,2026-01-22
2897,61,Feature Request,Low,Open,2024-12-28
2898,359,Login Issue,High,Resolved,2026-02-12
2899,264,Billing,High,Pending,2025-05-30
2900,135,Account Access,Low,Resolved,2024-10-03
2901,467,Feature Request,Low,Resolved,2025-01-23
2902,99,Login Issue,Low,Open,2026-02-11
2903,31,Billing,Low,Open,2026-01-24
2904,463,Billing,Medium,Resolved,2025-08-19
2905,383,Billing,Medium,Open,2025-03-03
2906,91,Login Issue,High,Open,2024-09-02
2907,83,Bug Report,Low,Resolved,2025-12-30
2908,58,Account Access,High,Open,2024-06-06
2909,429,Login Issue,Low,Resolved,2024-09-18
2910,45,Login Issue,Medium,Pending,2024-07-31
2911,220,Feature Request,Low,Resolved,2025-05-17
2912,360,Account Access,Low,Pending,2024-10-20
2913,335,Billing,High,Pending,2024-08-01
2914,10,Feature Request,High,Open,2025-05-24
2915,107,Feature Request,High,Pending,2026-05-14
2916,176,Bug Report,Medium,Open,2025-04-13
2917,229,Login Issue,Medium,Pending,2026-04-11
2918,181,Feature Request,High,Resolved,2025-12-14
2919,497,Feature Request,Low,Open,2025-05-12
2920,461,Feature Request,Low,Open,2024-08-19
2921,189,Account Access,Low,Pending,2026-03-26
2922,52,Billing,High,Open,2025-02-18
2923,196,Bug Report,High,Resolved,2025-12-05
2924,324,Login Issue,Medium,Open,2026-04-01
2925,430,Bug Report,High,Open,2025-04-21
2926,441,Billing,High,Resolved,2025-02-01
2927,53,Billing,Medium,Resolved,2024-10-04
2928,277,Billing,High,Pending,2026-03-05
2929,149,Bug Report,Medium,Pending,2024-07-24
2930,456,Bug Report,Low,Open,2025-12-08
2931,43,Account Access,Low,Resolved,2026-03-28
2932,127,Account Access,Medium,Open,2026-05-04
2933,447,Feature Request,High,Open,2025-10-10
2934,61,Billing,Medium,Pending,2024-06-22
2935,54,Login Issue,High,Open,2025-06-13
2936,331,Login Issue,High,Pending,2025-01-04
2937,46,Bug Report,High,Open,2024-09-27
2938,415,Login Issue,Low,Pending,2025-08-20
2939,497,Billing,Medium,Resolved,2025-04-10
2940,83,Login Issue,Medium,Resolved,2024-08-07
2941,408,Bug Report,Medium,Open,2025-07-29
2942,358,Feature Request,Medium,Pending,2025-12-12
2943,340,Login Issue,High,Open,2024-06-25
2944,496,Login Issue,High,Resolved,2025-11-15
2945,205,Login Issue,High,Open,2026-03-02
2946,2,Login Issue,Medium,Resolved,2025-02-25
2947,266,Feature Request,Low,Open,2026-05-15
2948,369,Billing,Medium,Open,2025-04-11
2949,365,Login Issue,High,Open,2024-12-29
2950,299,Feature Request,Medium,Open,2024-10-27
2951,320,Account Access,Medium,Resolved,2024-12-07
2952,335,Billing,Medium,Open,2025-11-26
2953,255,Bug Report,High,Open,2025-08-13
2954,400,Account Access,Medium,Pending,2025-04-06
2955,238,Account Access,Low,Resolved,2025-11-02
2956,212,Feature Request,Low,Pending,2025-04-01
2957,262,Account Access,Medium,Open,2026-03-04
2958,339,Billing,High,Resolved,2025-08-01
2959,20,Account Access,Medium,Pending,2025-03-09
2960,308,Billing,Medium,Pending,2025-11-23
2961,338,Account Access,High,Open,2025-06-22
2962,425,Account Access,Low,Open,2025-08-26
2963,492,Bug Report,High,Pending,2024-07-28
2964,480,Bug Report,High,Pending,2024-11-23
2965,216,Feature Request,High,Open,2025-04-07
2966,151,Account Access,Low,Open,2026-01-29
2967,201,Account Access,Medium,Pending,2024-11-28
2968,221,Billing,High,Pending,2024-10-10
2969,156,Billing,Low,Resolved,2024-07-29
2970,218,Login Issue,High,Open,2025-02-20
2971,334,Billing,High,Pending,2024-12-28
2972,454,Feature Request,Medium,Open,2025-11-16
2973,398,Feature Request,Low,Pending,2025-03-31
2974,311,Bug Report,Low,Pending,2025-10-04
2975,134,Account Access,Low,Pending,2025-07-14
2976,238,Login Issue,Medium,Open,2024-10-11
2977,481,Login Issue,High,Open,2024-09-02
2978,220,Billing,High,Resolved,2025-11-06
2979,103,Account Access,Medium,Resolved,2026-02-01
2980,40,Billing,Medium,Resolved,2026-04-20
2981,450,Bug Report,High,Resolved,2026-05-24
2982,432,Login Issue,Low,Resolved,2025-10-26
2983,172,Bug Report,Low,Resolved,2026-01-26
2984,229,Billing,High,Open,2024-09-13
2985,102,Billing,High,Pending,2025-07-22
2986,352,Bug Report,Low,Open,2025-03-21
2987,342,Billing,High,Open,2025-10-03
2988,296,Account Access,Medium,Resolved,2025-11-11
2989,264,Login Issue,High,Pending,2026-04-18
